524.494	-0	524.494	0.66	524.494	0.18	
524.967	-0	524.967	0.66	524.967	0.18	
525.439	-0	525.439	0.66	525.439	0.18	
525.911	-0	525.911	0.66	525.911	0.18	
526.383	-0	526.383	0.66	526.383	0.18	
526.856	-0	526.856	0.66	526.856	0.18	
527.328	-0	527.328	0.66	527.328	0.18	
527.801	-0	527.801	0.66	527.801	0.18	
528.273	-0	528.273	0.65	528.273	0.18	
528.746	-0	528.746	0.65	528.746	0.18	
529.218	-0	529.218	0.65	529.218	0.18	
529.691	-0	529.691	0.65	529.691	0.18	
530.163	-0	530.163	0.65	530.163	0.18	
530.636	-0	530.636	0.65	530.636	0.18	
531.109	-0	531.109	0.65	531.109	0.18	
531.581	-0	531.581	0.65	531.581	0.18	
532.054	-0	532.054	0.65	532.054	0.18	
532.527	-0	532.527	0.65	532.527	0.18	
533	-0	533	0.64	533	0.18	
533.472	-0	533.472	0.64	533.472	0.18	
533.945	-0	533.945	0.64	533.945	0.18	
534.418	-0	534.418	0.64	534.418	0.18	
534.891	-0	534.891	0.64	534.891	0.18	
535.364	-0	535.364	0.64	535.364	0.18	
535.837	-0	535.837	0.64	535.837	0.18	
536.31	-0	536.31	0.64	536.31	0.18	
536.783	-0	536.783	0.63	536.783	0.18	
537.257	-0	537.257	0.63	537.257	0.18	
537.73	-0	537.73	0.63	537.73	0.18	
538.203	-0	538.203	0.63	538.203	0.18	
538.676	-0	538.676	0.63	538.676	0.18	
539.149	-0	539.149	0.63	539.149	0.18	
539.623	-0	539.623	0.63	539.623	0.18	
540.096	-0	540.096	0.63	540.096	0.18	
540.57	-0	540.57	0.63	540.57	0.18	
541.043	-0	541.043	0.63	541.043	0.18	
541.516	-0	541.516	0.63	541.516	0.18	
541.99	-0	541.99	0.63	541.99	0.19	
542.463	-0	542.463	0.62	542.463	0.19	
542.937	-0	542.937	0.62	542.937	0.19	
543.411	-0	543.411	0.62	543.411	0.19	
543.884	-0	543.884	0.62	543.884	0.19	
544.358	-0	544.358	0.62	544.358	0.19	
544.832	-0	544.832	0.62	544.832	0.19	
545.305	-0	545.305	0.62	545.305	0.19	
545.779	-0	545.779	0.62	545.779	0.19	
546.253	-0	546.253	0.62	546.253	0.19	
546.727	-0	546.727	0.62	546.727	0.19	
547.201	-0	547.201	0.61	547.201	0.19	
547.675	-0	547.675	0.61	547.675	0.19	
548.149	-0	548.149	0.61	548.149	0.19	
548.623	-0	548.623	0.61	548.623	0.19	
549.097	-0	549.097	0.61	549.097	0.19	
549.571	-0	549.571	0.61	549.571	0.19	
550.045	-0	550.045	0.61	550.045	0.19	
550.519	-0	550.519	0.61	550.519	0.19	
550.993	-0	550.993	0.61	550.993	0.19	
551.467	-0	551.467	0.6	551.467	0.19	
551.942	-0	551.942	0.6	551.942	0.19	
552.416	-0	552.416	0.6	552.416	0.19	
552.89	-0	552.89	0.6	552.89	0.19	
553.365	-0	553.365	0.6	553.365	0.19	
553.839	-0	553.839	0.6	553.839	0.2	
554.313	-0	554.313	0.6	554.313	0.2	
554.788	-0	554.788	0.59	554.788	0.2	
555.262	-0	555.262	0.59	555.262	0.2	
555.737	-0	555.737	0.59	555.737	0.2	
556.211	-0	556.211	0.59	556.211	0.2	
556.686	-0	556.686	0.59	556.686	0.2	
557.161	-0	557.161	0.58	557.161	0.2	
557.635	-0	557.635	0.58	557.635	0.2	
558.11	-0	558.11	0.58	558.11	0.2	
558.585	-0	558.585	0.58	558.585	0.2	
559.06	-0	559.06	0.58	559.06	0.2	
559.534	-0	559.534	0.57	559.534	0.2	
560.009	-0	560.009	0.57	560.009	0.2	
560.484	-0	560.484	0.57	560.484	0.2	
560.959	-0	560.959	0.57	560.959	0.2	
561.434	-0	561.434	0.57	561.434	0.2	
561.909	-0	561.909	0.56	561.909	0.21	
562.384	-0	562.384	0.56	562.384	0.21	
562.859	-0	562.859	0.56	562.859	0.21	
563.334	-0	563.334	0.56	563.334	0.21	
563.809	-0	563.809	0.55	563.809	0.21	
564.285	-0	564.285	0.55	564.285	0.21	
564.76	-0	564.76	0.55	564.76	0.21	
565.235	-0	565.235	0.55	565.235	0.21	
565.71	-0	565.71	0.55	565.71	0.21	
566.186	-0	566.186	0.54	566.186	0.21	
566.661	-0	566.661	0.54	566.661	0.21	
567.136	-0	567.136	0.54	567.136	0.21	
567.612	-0	567.612	0.54	567.612	0.21	
568.087	-0	568.087	0.53	568.087	0.22	
568.563	-0	568.563	0.53	568.563	0.22	
569.038	-0	569.038	0.53	569.038	0.22	
569.514	-0	569.514	0.53	569.514	0.22	
569.99	-0	569.99	0.52	569.99	0.22	
570.465	-0	570.465	0.52	570.465	0.22	
570.941	-0	570.941	0.52	570.941	0.22	
571.417	-0	571.417	0.52	571.417	0.22	
571.892	-0	571.892	0.52	571.892	0.22	
572.368	-0	572.368	0.51	572.368	0.22	
572.844	-0	572.844	0.51	572.844	0.22	
573.32	-0	573.32	0.51	573.32	0.22	
573.796	-0	573.796	0.51	573.796	0.23	
574.272	-0	574.272	0.5	574.272	0.23	
574.748	-0	574.748	0.5	574.748	0.23	
575.224	-0	575.224	0.5	575.224	0.23	
