336.256	-0.83
336.714	-1.14
337.171	-0.75
337.628	-1
338.086	-1
338.543	-0.73
339.001	-0.64
339.458	-0.36
339.916	-0.09
340.373	0.36
340.831	0.09
341.289	0.27
341.746	0.82
342.204	0.82
342.662	1
343.12	1.18
343.578	0.91
344.035	0.73
344.493	0.55
344.951	0.55
345.409	0.09
345.867	0
346.325	0.64
346.784	0.36
347.242	-0.18
347.7	0.55
348.158	0.55
348.616	0.64
349.075	0.64
349.533	0.73
349.992	0.45
350.45	0.55
350.908	0.27
351.367	-0.36
351.825	-0.36
352.284	0.18
352.743	-0.55
353.201	-0.55
353.66	-0.55
354.119	-0.55
354.577	-0.55
355.036	-0.09
355.495	0.73
355.954	1.18
356.413	1.45
356.872	1.55
357.331	1.27
357.79	1.27
358.249	1.36
358.708	1.73
359.167	1.91
359.626	2.18
360.085	2
360.545	1.18
361.004	1.36
361.463	1.64
361.923	1.45
362.382	1.55
362.842	1.91
363.301	1.73
363.76	1.55
364.22	1.18
364.68	0.82
365.139	0.73
365.599	1.18
366.059	1
366.518	0.27
366.978	0.27
367.438	0.55
367.898	0.82
368.358	1
368.818	1.09
369.278	1.64
369.737	2.45
370.198	3
370.658	3.09
371.118	3.45
371.578	3.73
372.038	4.45
372.498	5
372.959	5.09
373.419	4.91
373.879	4.55
374.339	4.18
374.8	3.64
375.26	3.64
375.721	3.27
376.181	3
376.642	3.09
377.102	2.82
377.563	2.09
378.024	1.55
378.484	2.27
378.945	3.45
379.406	5.55
379.867	6.64
380.328	7
380.789	7.64
381.249	8.36
381.71	8.82
382.171	9.36
382.632	10.18
383.094	11.73
383.555	13
384.016	14.45
384.477	16.64
384.938	25.64
385.399	103.09
385.861	338.36
386.322	594.09
386.783	767.55
387.245	796.91
387.706	802.82
388.168	804.55
388.629	805.18
389.091	803.64
389.553	800.91
390.014	791.64
390.476	714.82
390.938	479.45
391.399	223.18
391.861	49.36
392.323	19.82
392.785	13.82
393.247	13.64
393.709	16.27
394.17	20
394.633	20.45
395.095	19.64
395.557	18.09
396.019	17.64
396.481	17.36
396.943	17.18
397.405	16.64
397.868	16.45
398.33	14.09
398.792	10.09
399.255	10.55
399.717	19.09
400.179	30.36
400.642	36.91
401.104	37.82
401.567	37.18
402.03	37.45
402.492	38
402.955	38.09
403.418	37.55
403.88	36.18
404.343	31.36
404.806	21.27
405.269	10.18
405.732	3.73
406.195	2.27
406.658	3
407.121	2.64
407.584	1.82
408.047	1
408.51	1.45
408.973	4.09
409.436	7.09
409.899	8.91
410.363	9.09
410.826	9.18
411.289	10.36
411.753	11.09
412.216	11.73
412.68	11.55
413.143	12.55
413.607	12.18
414.07	9.82
414.534	6.55
414.997	4.82
415.461	4.18
415.925	4.27
416.388	3.91
416.852	3.09
417.316	2.55
417.78	2.91
418.244	2.36
418.708	2.18
419.172	2.18
419.636	2.27
420.1	2
420.564	2.45
421.028	2.55
421.492	2.09
421.956	2.27
422.421	2.18
422.885	2
423.349	1.64
423.813	2.36
424.278	2.36
424.742	2.09
425.207	2.09
425.671	2
426.136	1.64
426.6	1.73
427.065	1.18
427.529	1.18
427.994	1.36
428.459	1.64
428.924	1
429.388	1.45
429.853	1.82
430.318	2
430.783	1.64
431.248	1.64
431.713	1.55
432.178	1.82
432.643	1.55
433.108	1.45
433.573	1.55
434.038	2.18
434.503	1.82
434.968	1.82
435.434	4
435.899	9.09
436.364	13.64
436.83	16.18
437.295	16.55
437.761	16.55
438.226	17.09
438.692	17.27
439.157	16.82
439.623	16.64
440.088	16.73
440.554	15.64
441.02	12.64
441.485	9.73
441.951	8.27
442.417	9.64
442.883	11.82
443.349	17.91
443.815	70.27
444.281	180.36
444.747	292
445.213	348.91
445.679	356.82
446.145	357.09
446.611	356.73
447.077	356.82
447.543	355.82
448.009	354.27
448.476	348.36
448.942	295.45
449.408	185.18
449.875	73.64
450.341	16.36
450.808	7
451.274	4.64
451.741	3.73
452.207	3
452.674	1.82
453.141	1.55
453.607	1
454.074	1.45
454.541	1.09
455.008	0.73
455.474	1
455.941	1.45
456.408	1.45
456.875	1.36
